Order ID,Order Date,Customer ID,Age,Gender,Segment,Region,City,Product Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Sales,Profit
ORD-022181,2024-06-23,CUST-00923,39.0,Male,Consumer,North,Riverton,Sports & Outdoors,Camping Gear,Camping Gear - Model B,486.57,1,0.0,486.57,152.88
ORD-010603,2023-10-17,CUST-02175,42.0,Female,Consumer,North,Riverton,Beauty & Personal Care,Makeup,Makeup - Model D,59.59,2,0.0,119.18,44.38
ORD-030594,2024-12-04,CUST-00046,40.0,Male,Consumer,North,Springfield,Apparel,Jackets,Jackets - Model B,82.76,1,0.0,82.76,36.87
ORD-003924,2023-04-30,CUST-01731,36.0,Male,Consumer,North,Springfield,Beauty & Personal Care,Makeup,Makeup - Model C,10.41,3,0.0,31.23,11.38
ORD-009977,2023-10-03,CUST-00077,32.0,Male,Consumer,South,Greenville,Apparel,Footwear,Footwear - Model B,127.29,3,0.2,305.5,19.34
ORD-009147,2023-09-11,CUST-01157,38.0,Other,Consumer,Central,Franklin,Apparel,Women's Dresses,Women's Dresses - Model C,87.4,3,0.0,262.2,102.54
ORD-016004,2024-01-20,CUST-00212,20.0,Male,Small Business,Central,Chester,Home & Kitchen,Storage,Storage - Model C,244.9,3,0.0,734.7,317.99
ORD-033913,2025-02-02,CUST-00678,43.0,Female,Small Business,South,Greenville,Beauty & Personal Care,Fragrances,Fragrances - Model C,100.92,4,0.3,282.58,0.21
ORD-015455,2024-01-06,CUST-01887,24.0,Male,Consumer,South,Madison,Home & Kitchen,Bedding,Bedding - Model A,32.35,1,0.05,30.73,8.38
ORD-009876,2023-10-01,CUST-01476,35.0,Female,Small Business,North,Fairview,Groceries,Household Supplies,Household Supplies - Model C,13.33,1,0.0,13.33,5.91
ORD-032664,2024-12-31,CUST-00613,19.0,Female,Corporate,West,Marion,Electronics,Tablets,Tablets - Model A,1140.86,1,0.0,1140.86,427.72
ORD-039490,2025-06-04,CUST-00237,18.0,Male,Small Business,South,Georgetown,Home & Kitchen,Small Appliances,Small Appliances - Model B,378.7,2,0.0,757.4,304.0
ORD-007823,2023-08-09,CUST-00893,32.0,Female,Consumer,Central,Chester,Groceries,Snacks,Snacks - Model B,43.2,1,0.05,41.04,13.62
ORD-033130,2025-01-12,CUST-00889,18.0,Male,Consumer,Central,Franklin,Apparel,Activewear,Activewear - Model C,161.77,1,0.05,153.68,55.61
ORD-040593,2025-06-26,CUST-01145,38.0,Male,Consumer,South,Greenville,Beauty & Personal Care,Haircare,Haircare - Model A,56.59,2,0.1,101.86,34.15
ORD-034667,2025-02-22,CUST-01631,22.0,Female,Small Business,East,Clinton,Apparel,Women's Dresses,Women's Dresses - Model B,132.15,4,0.0,528.6,190.7
ORD-006131,2023-06-26,CUST-00459,42.0,Female,Consumer,Central,Franklin,Apparel,Men's Shirts,Men's Shirts - Model D,94.45,3,0.2,226.68,67.04
ORD-005161,2023-06-02,CUST-01320,53.0,Female,Consumer,North,Springfield,Sports & Outdoors,Cycling,Cycling - Model B,485.93,1,0.05,461.63,107.05
ORD-002398,2023-03-19,CUST-02442,45.0,Female,Consumer,East,Clinton,Beauty & Personal Care,Makeup,Makeup - Model C,65.59,1,0.0,65.59,21.2
ORD-006685,2023-07-11,CUST-00677,68.0,Male,Corporate,Central,Chester,Apparel,Jeans,Jeans - Model A,140.24,1,0.0,140.24,42.66
ORD-012503,2023-11-24,CUST-00813,41.0,Female,Consumer,South,Georgetown,Sports & Outdoors,Camping Gear,Camping Gear - Model B,310.41,1,0.1,279.37,61.01
ORD-010538,2023-10-15,CUST-00673,28.0,Male,Small Business,East,Clinton,Beauty & Personal Care,Grooming,Grooming - Model C,40.62,4,0.0,162.48,53.32
ORD-027942,2024-10-28,CUST-01428,49.0,Female,Corporate,South,Greenville,Electronics,Smartphones,Smartphones - Model B,473.59,1,0.2,378.87,83.11
ORD-013426,2023-12-03,CUST-00328,37.0,Female,Consumer,East,Salem,Beauty & Personal Care,Haircare,Haircare - Model C,26.33,1,0.1,23.7,4.19
ORD-022917,2024-07-08,CUST-01012,56.0,Female,Consumer,South,Madison,Electronics,Headphones,Headphones - Model D,207.62,4,0.1,747.43,177.36
ORD-009307,2023-09-16,CUST-02137,41.0,Male,Consumer,West,Marion,Beauty & Personal Care,Makeup,Makeup - Model D,95.54,1,0.2,76.43,12.42
ORD-019763,2024-04-30,CUST-00012,48.0,Female,Consumer,South,Georgetown,Beauty & Personal Care,Makeup,Makeup - Model D,13.34,2,0.05,25.35,7.68
ORD-004123,2023-05-06,CUST-00273,36.0,Male,Consumer,East,Bristol,Beauty & Personal Care,Skincare,Skincare - Model C,10.19,1,0.0,10.19,2.91
ORD-011860,2023-11-12,CUST-00239,24.0,Male,Corporate,North,Fairview,Electronics,Laptops,Laptops - Model D,564.81,2,0.0,1129.62,436.35
ORD-003441,2023-04-18,CUST-00116,31.0,Female,Corporate,East,Salem,Beauty & Personal Care,Fragrances,Fragrances - Model B,101.19,1,0.0,101.19,29.82
ORD-001914,2023-03-05,CUST-01690,49.0,Female,Consumer,East,Clinton,Apparel,Jeans,Jeans - Model C,147.6,2,0.0,295.2,85.11
ORD-009926,2023-10-02,CUST-02461,21.0,Male,Small Business,South,Madison,Electronics,Laptops,Laptops - Model C,620.54,2,0.0,1241.08,438.74
ORD-018801,2024-04-07,CUST-00405,44.0,Male,Corporate,South,Georgetown,Groceries,Household Supplies,Household Supplies - Model C,57.8,1,0.15,49.13,6.21
ORD-025409,2024-09-02,CUST-01194,47.0,Female,Consumer,East,Salem,Home & Kitchen,Furniture,Furniture - Model B,349.49,4,0.0,1397.96,433.01
ORD-035033,2025-03-03,CUST-00003,47.0,Female,Consumer,East,Bristol,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model B,358.97,2,0.0,717.94,256.35
ORD-037012,2025-04-16,CUST-01320,53.0,Female,Consumer,North,Springfield,Sports & Outdoors,Sportswear,Sportswear - Model D,163.78,1,0.0,163.78,66.04
ORD-016181,2024-01-26,CUST-01006,42.0,Male,Consumer,West,Ashland,Apparel,Women's Dresses,Women's Dresses - Model C,41.95,1,0.05,39.85,12.89
ORD-034131,2025-02-07,CUST-00959,37.0,Male,Consumer,West,Fairfax,Electronics,Tablets,Tablets - Model B,649.56,4,0.0,2598.24,941.24
ORD-015494,2024-01-06,CUST-01268,46.0,Female,Consumer,Central,Franklin,Apparel,Men's Shirts,Men's Shirts - Model B,168.59,3,0.0,505.77,212.62
ORD-018391,2024-03-29,CUST-00250,22.0,Female,Corporate,Central,Chester,Apparel,Activewear,Activewear - Model D,142.11,3,0.0,426.33,163.71
ORD-025064,2024-08-25,CUST-00064,45.0,Male,Consumer,Central,Dover,Electronics,Tablets,Tablets - Model A,781.01,1,0.0,781.01,301.25
ORD-007892,2023-08-10,CUST-01752,29.0,Female,Small Business,North,Springfield,Electronics,Smartphones,Smartphones - Model D,310.64,1,0.1,279.58,59.08
ORD-005623,2023-06-13,CUST-00617,47.0,Male,Consumer,North,Springfield,Electronics,Smartphones,Smartphones - Model B,797.3,2,0.0,1594.6,676.41
ORD-008831,2023-09-03,CUST-00611,24.0,Female,Consumer,Central,Franklin,Beauty & Personal Care,Grooming,Grooming - Model B,64.36,1,0.1,57.92,14.02
ORD-010127,2023-10-06,CUST-02336,39.0,Female,Consumer,West,Ashland,Beauty & Personal Care,Makeup,Makeup - Model D,56.41,1,0.05,53.59,11.82
ORD-034247,2025-02-10,CUST-01397,45.0,Male,Consumer,North,Riverton,Electronics,Tablets,Tablets - Model D,683.95,1,0.1,615.56,176.16
ORD-011805,2023-11-11,CUST-01620,28.0,Male,Consumer,Central,Chester,Electronics,Smartphones,Smartphones - Model B,428.74,4,0.0,1714.96,663.93
ORD-022002,2024-06-19,CUST-01190,36.0,Male,Consumer,East,Salem,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model A,192.0,2,0.0,384.0,146.92
ORD-004321,2023-05-11,CUST-01976,48.0,Female,Consumer,Central,Franklin,Electronics,Laptops,Laptops - Model D,1065.98,3,0.3,2238.56,260.7
ORD-009958,2023-10-02,CUST-01160,19.0,Male,Consumer,East,Salem,Home & Kitchen,Small Appliances,Small Appliances - Model A,280.92,2,0.0,561.84,212.55
ORD-014096,2023-12-12,CUST-01515,18.0,Female,Corporate,North,Fairview,Groceries,Snacks,Snacks - Model D,41.38,4,0.0,165.52,42.22
ORD-032519,2024-12-29,CUST-01110,48.0,Female,Corporate,South,Greenville,Electronics,Tablets,Tablets - Model D,732.78,1,0.0,732.78,292.23
ORD-008802,2023-09-02,CUST-00411,18.0,Female,Corporate,West,Marion,Beauty & Personal Care,Skincare,Skincare - Model A,38.87,1,0.0,38.87,11.99
ORD-005895,2023-06-20,CUST-01354,42.0,Male,Consumer,Central,Dover,Sports & Outdoors,Camping Gear,Camping Gear - Model C,10.49,1,0.05,9.97,2.16
ORD-017134,2024-02-23,CUST-01254,41.0,Male,Corporate,East,Salem,Groceries,Organic Foods,Organic Foods - Model A,56.77,1,0.1,51.09,12.38
ORD-024964,2024-08-23,CUST-01094,40.0,Male,Corporate,West,Ashland,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model C,191.99,2,0.0,383.98,110.04
ORD-008409,2023-08-23,CUST-00420,55.0,Male,Consumer,North,Riverton,Sports & Outdoors,Yoga,Yoga - Model C,276.22,1,0.2,220.98,58.22
ORD-030430,2024-12-02,CUST-00833,23.0,Female,Corporate,East,Bristol,Home & Kitchen,Decor,Decor - Model C,165.95,2,0.05,315.3,124.98
ORD-029718,2024-11-26,CUST-00943,44.0,Female,Small Business,Central,Franklin,Beauty & Personal Care,Fragrances,Fragrances - Model A,26.13,1,0.0,26.13,7.86
ORD-001504,2023-02-18,CUST-01436,36.0,Female,Corporate,West,Ashland,Electronics,Laptops,Laptops - Model A,76.09,3,0.05,216.86,83.2
ORD-031293,2024-12-12,CUST-01135,35.0,Female,Corporate,Central,Franklin,Beauty & Personal Care,Haircare,Haircare - Model D,26.93,1,0.0,26.93,11.61
ORD-037801,2025-05-03,CUST-01186,20.0,Female,Consumer,Central,Dover,Electronics,Smartwatches,Smartwatches - Model A,859.68,2,0.3,1203.55,-11.58
ORD-023460,2024-07-20,CUST-02054,75.0,Other,Consumer,East,Clinton,Home & Kitchen,Furniture,Furniture - Model B,171.78,1,0.0,171.78,53.97
ORD-038814,2025-05-22,CUST-00427,48.0,Female,Consumer,Central,Dover,Beauty & Personal Care,Skincare,Skincare - Model A,103.24,1,0.0,103.24,35.52
ORD-030540,2024-12-03,CUST-01991,43.0,Other,Consumer,South,Madison,Home & Kitchen,Decor,Decor - Model C,54.86,3,0.0,164.58,62.37
ORD-031232,2024-12-11,CUST-01915,53.0,Male,Corporate,South,Georgetown,Home & Kitchen,Furniture,Furniture - Model A,103.64,2,0.1,186.55,63.5
ORD-024730,2024-08-19,CUST-02377,44.0,Male,Corporate,Central,Chester,Home & Kitchen,Decor,Decor - Model C,413.83,1,0.0,413.83,108.89
ORD-009052,2023-09-09,CUST-00468,63.0,Male,Corporate,South,Greenville,Groceries,Household Supplies,Household Supplies - Model C,57.65,2,0.0,115.3,39.17
ORD-026065,2024-09-18,CUST-01023,43.0,Male,Consumer,East,Clinton,Electronics,Laptops,Laptops - Model A,562.59,1,0.0,562.59,166.85
ORD-021290,2024-06-04,CUST-00771,60.0,Female,Corporate,West,Fairfax,Home & Kitchen,Bedding,Bedding - Model C,277.94,2,0.0,555.88,173.59
ORD-034143,2025-02-08,CUST-01638,50.0,Male,Corporate,West,Marion,Beauty & Personal Care,Haircare,Haircare - Model C,19.42,1,0.0,19.42,5.54
ORD-021811,2024-06-15,CUST-00083,33.0,Male,Consumer,East,Bristol,Apparel,Men's Shirts,Men's Shirts - Model B,49.24,2,0.0,98.48,32.11
ORD-000867,2023-01-28,CUST-01273,33.0,Male,Consumer,North,Fairview,Beauty & Personal Care,Skincare,Skincare - Model D,39.33,4,0.0,157.32,54.73
ORD-015857,2024-01-17,CUST-01706,62.0,Male,Consumer,Central,Dover,Home & Kitchen,Bedding,Bedding - Model B,325.59,1,0.0,325.59,95.27
ORD-026153,2024-09-20,CUST-01785,46.0,Female,Corporate,South,Greenville,Apparel,Women's Dresses,Women's Dresses - Model C,47.08,1,0.1,42.37,8.42
ORD-040189,2025-06-17,CUST-00336,22.0,Other,Consumer,South,Greenville,Apparel,Footwear,Footwear - Model D,31.31,1,0.0,31.31,13.79
ORD-020222,2024-05-11,CUST-01363,18.0,Male,Small Business,South,Greenville,Home & Kitchen,Bedding,Bedding - Model C,44.08,1,0.0,44.08,14.66
ORD-011607,2023-11-08,CUST-00514,36.0,Female,Small Business,West,Ashland,Home & Kitchen,Storage,Storage - Model D,255.52,1,0.05,242.74,85.05
ORD-010172,2023-10-07,CUST-00407,36.0,Female,Consumer,East,Salem,Home & Kitchen,Storage,Storage - Model B,176.05,1,0.0,176.05,53.34
ORD-014740,2023-12-23,CUST-01087,19.0,Male,Consumer,South,Georgetown,Electronics,Laptops,Laptops - Model D,1066.41,2,0.15,1812.9,445.95
ORD-025727,2024-09-10,CUST-01012,56.0,Female,Consumer,South,Madison,Apparel,Jeans,Jeans - Model A,28.18,1,0.0,28.18,10.23
ORD-008021,2023-08-13,CUST-00916,53.0,Female,Consumer,South,Georgetown,Apparel,Activewear,Activewear - Model A,167.44,1,0.0,167.44,70.5
ORD-026709,2024-10-03,CUST-01315,45.0,Female,Small Business,Central,Franklin,Groceries,Household Supplies,Household Supplies - Model D,28.21,1,0.0,28.21,7.06
ORD-024268,2024-08-08,CUST-01801,37.0,Male,Consumer,South,Madison,Sports & Outdoors,Yoga,Yoga - Model D,435.03,2,0.05,826.56,187.41
ORD-015302,2024-01-01,CUST-02256,22.0,Male,Consumer,Central,Franklin,Home & Kitchen,Decor,Decor - Model A,275.3,1,0.0,275.3,108.95
ORD-018770,2024-04-06,CUST-02005,19.0,Other,Consumer,East,Bristol,Beauty & Personal Care,Haircare,Haircare - Model A,111.49,1,0.0,111.49,45.31
ORD-035797,2025-03-20,CUST-00395,47.0,Female,Consumer,East,Salem,Home & Kitchen,Bedding,Bedding - Model D,369.22,1,0.0,369.22,159.26
ORD-009512,2023-09-22,CUST-01168,61.0,Female,Consumer,South,Greenville,Apparel,Women's Dresses,Women's Dresses - Model C,139.21,3,0.0,417.63,123.93
ORD-004634,2023-05-19,CUST-00491,52.0,Female,Small Business,West,Ashland,Apparel,Women's Dresses,Women's Dresses - Model A,19.65,2,0.0,39.3,12.16
ORD-018069,2024-03-20,CUST-02131,39.0,Female,Consumer,North,Riverton,Beauty & Personal Care,Skincare,Skincare - Model D,53.19,1,0.0,53.19,20.91
ORD-015195,2023-12-30,CUST-02274,49.0,Male,Consumer,North,Riverton,Electronics,Laptops,Laptops - Model D,251.81,1,0.0,251.81,87.1
ORD-012227,2023-11-19,CUST-01703,39.0,Male,Consumer,South,Madison,Home & Kitchen,Decor,Decor - Model B,122.49,2,0.0,244.98,105.2
ORD-010285,2023-10-09,CUST-01249,35.0,Female,Corporate,Central,Franklin,Beauty & Personal Care,Makeup,Makeup - Model B,91.02,1,0.15,77.37,14.75
ORD-029887,2024-11-28,CUST-00681,48.0,Male,Consumer,East,Salem,Apparel,Jeans,Jeans - Model A,144.52,2,0.0,289.04,121.62
ORD-006173,2023-06-27,CUST-01284,48.0,Female,Corporate,South,Madison,Electronics,Cameras,Cameras - Model D,349.33,1,0.0,349.33,133.29
ORD-040488,2025-06-23,CUST-00127,57.0,Female,Consumer,Central,Chester,Groceries,Snacks,Snacks - Model B,19.24,1,0.0,19.24,6.45
ORD-012091,2023-11-16,CUST-00388,44.0,Female,Corporate,Central,Chester,Apparel,Jackets,Jackets - Model D,175.94,4,0.05,668.57,276.83
ORD-001204,2023-02-09,CUST-02442,45.0,Female,Consumer,East,Clinton,Groceries,Beverages,Beverages - Model D,39.56,1,0.0,39.56,15.61
ORD-037684,2025-05-01,CUST-01215,18.0,Male,Consumer,South,Madison,Sports & Outdoors,Fitness Equipment,Fitness Equipment - Model D,219.46,1,0.0,219.46,85.12
ORD-012811,2023-11-27,CUST-01647,36.0,Female,Small Business,South,Madison,Electronics,Laptops,Laptops - Model D,1129.12,1,0.0,1129.12,437.08
ORD-028728,2024-11-11,CUST-02254,18.0,Male,Consumer,West,Ashland,Sports & Outdoors,Camping Gear,Camping Gear - Model B,168.54,4,0.0,674.16,297.87
ORD-027227,2024-10-13,CUST-01573,42.0,Male,Consumer,South,Greenville,Apparel,Men's Shirts,Men's Shirts - Model B,28.42,3,0.0,85.26,24.7
ORD-027109,2024-10-11,CUST-01163,34.0,Male,Consumer,North,Fairview,Home & Kitchen,Furniture,Furniture - Model A,203.02,3,0.0,609.06,270.24
ORD-035538,2025-03-14,CUST-00763,47.0,Female,Consumer,West,Marion,Home & Kitchen,Decor,Decor - Model B,182.7,2,0.0,365.4,124.41
ORD-036887,2025-04-13,CUST-02408,33.0,Female,Small Business,North,Springfield,Groceries,Organic Foods,Organic Foods - Model D,41.54,1,0.0,41.54,15.11
ORD-009216,2023-09-14,CUST-01677,50.0,Male,Small Business,East,Clinton,Electronics,Smartphones,Smartphones - Model C,194.73,3,0.0,584.19,232.39
ORD-029877,2024-11-28,CUST-02069,44.0,Female,Consumer,North,Fairview,Beauty & Personal Care,Fragrances,Fragrances - Model B,54.16,2,0.0,108.32,35.2
ORD-032818,2025-01-04,CUST-00402,40.0,Female,Corporate,North,Springfield,Sports & Outdoors,Cycling,Cycling - Model C,410.93,2,0.0,821.86,300.27
ORD-014973,2023-12-27,CUST-01450,30.0,Female,Consumer,East,Salem,Apparel,Jeans,Jeans - Model B,32.52,1,0.0,32.52,14.35
ORD-022022,2024-06-20,CUST-00753,24.0,Male,Consumer,West,Ashland,Home & Kitchen,Furniture,Furniture - Model D,66.7,3,0.0,200.1,81.05
ORD-037371,2025-04-24,CUST-01712,18.0,Male,Consumer,East,Clinton,Groceries,Beverages,Beverages - Model D,32.92,2,0.3,46.09,2.86
ORD-038443,2025-05-15,CUST-01945,33.0,Female,Corporate,Central,Dover,Apparel,Footwear,Footwear - Model D,52.7,1,0.0,52.7,22.04
ORD-006410,2023-07-03,CUST-00482,56.0,Female,Consumer,South,Greenville,Beauty & Personal Care,Skincare,Skincare - Model B,35.02,1,0.0,35.02,9.51
ORD-014701,2023-12-22,CUST-00020,37.0,Male,Consumer,Central,Franklin,Beauty & Personal Care,Fragrances,Fragrances - Model D,17.31,1,0.0,17.31,7.4
ORD-021363,2024-06-06,CUST-00002,24.0,Female,Consumer,South,Greenville,Apparel,Men's Shirts,Men's Shirts - Model B,67.37,2,0.0,134.74,49.96
ORD-021801,2024-06-15,CUST-01671,36.0,Male,Consumer,North,Springfield,Apparel,Footwear,Footwear - Model B,117.09,1,0.0,117.09,34.58
ORD-010640,2023-10-18,CUST-00130,25.0,Male,Small Business,South,Madison,Home & Kitchen,Decor,Decor - Model B,76.41,4,0.15,259.79,82.82
ORD-022413,2024-06-28,CUST-02458,30.0,Male,Corporate,West,Marion,Apparel,Men's Shirts,Men's Shirts - Model B,48.88,1,0.05,46.44,16.54
ORD-002596,2023-03-25,CUST-01404,31.0,Female,Corporate,South,Greenville,Electronics,Smartphones,Smartphones - Model C,971.26,1,0.1,874.13,255.82
ORD-034639,2025-02-22,CUST-01919,33.0,Male,Consumer,North,Springfield,Beauty & Personal Care,Haircare,Haircare - Model B,105.94,1,0.1,95.35,31.67
ORD-015937,2024-01-19,CUST-02095,39.0,Male,Consumer,South,Georgetown,Home & Kitchen,Small Appliances,Small Appliances - Model B,65.33,1,0.05,62.06,14.55
ORD-040674,2025-06-27,CUST-01680,34.0,Female,Small Business,East,Salem,Groceries,Beverages,Beverages - Model B,32.12,1,0.05,30.51,12.32
ORD-033439,2025-01-20,CUST-00565,49.0,Female,Consumer,South,Greenville,Apparel,Men's Shirts,Men's Shirts - Model C,153.55,1,0.0,153.55,44.09
ORD-010513,2023-10-15,CUST-01829,26.0,Male,Small Business,South,Greenville,Sports & Outdoors,Cycling,Cycling - Model C,54.49,1,0.0,54.49,13.79
ORD-028451,2024-11-07,CUST-01461,50.0,Female,Corporate,North,Fairview,Sports & Outdoors,Sportswear,Sportswear - Model B,403.29,1,0.15,342.8,63.85
ORD-030688,2024-12-05,CUST-00748,44.0,Other,Consumer,West,Fairfax,Apparel,Footwear,Footwear - Model D,168.2,1,0.1,151.38,27.38
ORD-030795,2024-12-05,CUST-00284,43.0,Female,Consumer,Central,Dover,Beauty & Personal Care,Grooming,Grooming - Model D,70.49,1,0.15,59.92,20.43
ORD-002952,2023-04-04,CUST-01226,44.0,Male,Consumer,South,Madison,Apparel,Footwear,Footwear - Model D,144.73,3,0.15,369.06,67.83
ORD-010166,2023-10-07,CUST-02029,40.0,Male,Corporate,South,Georgetown,Electronics,Tablets,Tablets - Model B,409.65,4,0.2,1310.88,290.81
ORD-020609,2024-05-19,CUST-02425,39.0,Male,Consumer,North,Fairview,Home & Kitchen,Furniture,Furniture - Model B,353.88,2,0.05,672.37,218.53
ORD-013302,2023-12-02,CUST-01787,52.0,Male,Corporate,South,Greenville,Home & Kitchen,Bedding,Bedding - Model D,338.16,1,0.05,321.25,70.86
ORD-039106,2025-05-28,CUST-00253,60.0,Female,Consumer,East,Bristol,Home & Kitchen,Storage,Storage - Model D,55.6,1,0.0,55.6,14.62
ORD-030484,2024-12-03,CUST-01320,53.0,Female,Consumer,North,Springfield,Apparel,Footwear,Footwear - Model D,72.98,1,0.0,72.98,22.23
ORD-021721,2024-06-13,CUST-02036,47.0,Male,Consumer,East,Salem,Groceries,Household Supplies,Household Supplies - Model C,57.99,3,0.0,173.97,78.02
ORD-007522,2023-08-01,CUST-01363,18.0,Male,Small Business,South,Greenville,Apparel,Men's Shirts,Men's Shirts - Model A,160.79,2,0.0,321.58,140.2
ORD-015226,2023-12-31,CUST-01098,44.0,Female,Consumer,West,Marion,Groceries,Organic Foods,Organic Foods - Model D,9.43,1,0.0,9.43,2.7
ORD-009624,2023-09-24,CUST-00155,37.0,Other,Consumer,West,Fairfax,Electronics,Cameras,Cameras - Model B,784.95,3,0.15,2001.62,499.58
ORD-022312,2024-06-26,CUST-01753,29.0,Male,Consumer,East,Clinton,Beauty & Personal Care,Skincare,Skincare - Model D,48.74,2,0.2,77.98,16.95
ORD-022013,2024-06-19,CUST-01374,18.0,Male,Consumer,Central,Dover,Beauty & Personal Care,Makeup,Makeup - Model B,99.21,1,0.1,89.29,20.86
ORD-027475,2024-10-19,CUST-01131,26.0,Female,Corporate,Central,Dover,Groceries,Snacks,Snacks - Model C,26.72,1,0.15,22.71,6.95
ORD-034233,2025-02-10,CUST-00613,19.0,Female,Corporate,West,Marion,Apparel,Jackets,Jackets - Model A,133.27,1,0.0,133.27,44.11
ORD-001892,2023-03-04,CUST-02025,20.0,Male,Corporate,Central,Chester,Apparel,Footwear,Footwear - Model D,95.78,1,0.0,95.78,34.11
ORD-018207,2024-03-23,CUST-02191,47.0,Female,Small Business,West,Ashland,Sports & Outdoors,Yoga,Yoga - Model A,229.57,2,0.0,459.14,121.71
ORD-000135,2023-01-05,CUST-00718,46.0,Male,Consumer,Central,Chester,Groceries,Household Supplies,Household Supplies - Model C,28.82,1,0.0,28.82,7.56
ORD-029467,2024-11-24,CUST-01023,43.0,Male,Consumer,East,Clinton,Electronics,Tablets,Tablets - Model D,635.32,1,0.2,508.26,122.41
ORD-021813,2024-06-15,CUST-00045,39.0,Female,Consumer,West,Ashland,Home & Kitchen,Decor,Decor - Model D,22.68,1,0.0,22.68,6.68
ORD-000990,2023-02-01,CUST-00166,26.0,Male,Consumer,East,Clinton,Home & Kitchen,Decor,Decor - Model D,33.87,2,0.05,64.35,17.56
ORD-007422,2023-07-29,CUST-00351,42.0,Other,Consumer,Central,Dover,Electronics,Tablets,Tablets - Model C,66.52,1,0.0,66.52,21.53
ORD-006047,2023-06-24,CUST-02208,43.0,Male,Consumer,East,Clinton,Apparel,Jackets,Jackets - Model B,136.2,1,0.0,136.2,37.33
ORD-007587,2023-08-02,CUST-00255,34.0,Female,Consumer,East,Salem,Electronics,Cameras,Cameras - Model C,1080.07,3,0.0,3240.21,998.53
ORD-017939,2024-03-16,CUST-00118,38.0,Female,Consumer,East,Bristol,Electronics,Smartphones,Smartphones - Model A,915.7,1,0.0,915.7,290.25
ORD-021126,2024-06-01,CUST-01784,25.0,Male,Small Business,West,Ashland,Electronics,Smartwatches,Smartwatches - Model D,1180.67,2,0.0,2361.34,1012.39
ORD-025143,2024-08-27,CUST-00791,28.0,Male,Small Business,West,Ashland,Apparel,Men's Shirts,Men's Shirts - Model B,34.89,1,0.1,31.4,10.29
ORD-021628,2024-06-11,CUST-00214,31.0,Other,Consumer,West,Ashland,Sports & Outdoors,Yoga,Yoga - Model B,496.63,2,0.0,993.26,341.04
ORD-007825,2023-08-09,CUST-01859,43.0,Female,Corporate,West,Ashland,Home & Kitchen,Storage,Storage - Model A,383.23,1,0.1,344.91,68.21
ORD-038337,2025-05-12,CUST-01240,58.0,Male,Corporate,Central,Dover,Groceries,Organic Foods,Organic Foods - Model A,53.36,1,0.0,53.36,23.64
ORD-005280,2023-06-05,CUST-01394,44.0,Female,Corporate,West,Ashland,Electronics,Cameras,Cameras - Model A,875.38,1,0.05,831.61,303.72
ORD-016515,2024-02-04,CUST-02137,41.0,Male,Consumer,West,Marion,Beauty & Personal Care,Fragrances,Fragrances - Model C,95.68,4,0.05,363.58,78.57
ORD-040561,2025-06-25,CUST-00867,20.0,Male,Corporate,East,Salem,Electronics,Smartphones,Smartphones - Model A,597.89,1,0.0,597.89,265.91
ORD-005040,2023-05-30,CUST-00213,38.0,Male,Small Business,Central,Franklin,Beauty & Personal Care,Makeup,Makeup - Model A,43.62,1,0.0,43.62,14.07
ORD-014560,2023-12-19,CUST-01721,51.0,Female,Consumer,West,Fairfax,Groceries,Snacks,Snacks - Model B,9.9,2,0.05,18.81,5.89
ORD-022526,2024-06-29,CUST-01682,24.0,Male,Consumer,East,Salem,Electronics,Cameras,Cameras - Model B,1018.44,1,0.0,1018.44,443.54
ORD-002923,2023-04-03,CUST-01204,36.0,Female,Consumer,South,Greenville,Home & Kitchen,Storage,Storage - Model A,403.57,1,0.2,322.86,98.33
ORD-007122,2023-07-22,CUST-00325,61.0,Female,Consumer,West,Marion,Apparel,Women's Dresses,Women's Dresses - Model D,103.86,2,0.0,207.72,65.8
ORD-012421,2023-11-23,CUST-00309,45.0,Female,Small Business,North,Fairview,Sports & Outdoors,Yoga,Yoga - Model D,353.44,3,0.0,1060.32,367.34
ORD-016074,2024-01-22,CUST-01992,45.0,Female,Consumer,West,Ashland,Electronics,Cameras,Cameras - Model C,1112.64,1,0.05,1057.01,358.22
ORD-034911,2025-03-01,CUST-00568,29.0,Female,Consumer,South,Madison,Sports & Outdoors,Camping Gear,Camping Gear - Model B,200.93,4,0.0,803.72,257.15
ORD-040708,2025-06-28,CUST-01346,68.0,Male,Consumer,Central,Franklin,Home & Kitchen,Bedding,Bedding - Model A,29.84,1,0.0,29.84,10.31
ORD-036506,2025-04-05,CUST-02185,18.0,Female,Consumer,East,Salem,Home & Kitchen,Decor,Decor - Model B,312.94,2,0.0,625.88,277.05
ORD-029833,2024-11-28,CUST-00183,32.0,Male,Consumer,South,Madison,Electronics,Cameras,Cameras - Model C,62.1,1,0.0,62.1,18.96
ORD-038647,2025-05-19,CUST-00392,38.0,Male,Consumer,South,Greenville,Electronics,Smartphones,Smartphones - Model A,957.39,2,0.05,1819.04,397.27
ORD-018331,2024-03-27,CUST-02207,32.0,Male,Consumer,Central,Dover,Beauty & Personal Care,Fragrances,Fragrances - Model A,16.05,1,0.0,16.05,5.22
